City,Population,Car,Transit,log_pop
"Tracy, CA",90921,0.9646871202916161,0.028522391145335925,4.9586642036927655
"Kirkland, WA",92171,0.9514904937015883,0.09376614968724037,4.964594299349792
"Ogden, UT",86661,0.9052679619246317,0.026630933802603958,4.937823696145116
"Santa Barbara, CA",94910,0.9072079991209757,0.05027759020365322,4.977311973396926
"Nashua, NH",87279,0.9266244375017914,0.016188680159158416,4.940909761675498
"Fall River, MA",88902,0.8019340040661002,0.022846949085544455,4.948911531264854
"Palm Coast, FL",87798,0.9623437649841767,0.0029779988106160486,4.943484622980627
"Redding, CA",103332,0.9211003702691285,0.010428121769073944,5.01423483527869
"Norwalk, CT",87930,0.9183642719382835,0.10959574706405459,4.944137073158098
"Indio, CA",95426,0.9406634530001269,0.014137453646659234,4.979666719757698
"Fayetteville, AR",94726,0.9336850421795754,0.015299213272872828,4.976469198715461
"Fort Smith, AR",90942,0.9027762715540614,0.006149897932011845,4.958764500995247
"Flint, MI",98918,0.8099435649003646,0.053619592605286696,4.995275326879063
"Newport Beach, CA",97949,0.9622095714153476,0.005251794147862042,4.991000006469613
"Waukegan, IL",103263,0.9175180158018117,0.03402838857698073,5.013944738031753
"Mission, TX",100790,0.9378123074816894,0.0015525900594703386,5.003417445202194
"Bloomington, MN",85080,0.9334493137823433,0.046637928513388494,4.929827481230691
"Hoover, AL",114442,0.9727133813577822,0.0007426867503888624,5.058585438973963
"Newton, MA",88317,0.9331995598420609,0.11542067169191438,4.946044308283969
"Citrus Heights, CA",93995,0.9470453857374839,0.01876201076649824,4.97310475221498
"San Leandro, CA",90953,0.9195300309029159,0.12469822940710695,4.958817028434778
"Champaign, IL",88969,0.8660150162912594,0.07213010860488966,4.949238709182151
"Lake Forest, CA",80635,0.9719097019286966,0.00824658536743382,4.9065235902853255
"Livermore, CA",93250,0.9618248108091547,0.05022682803810898,4.969648840480725
"Hawthorne, CA",100538,0.9135828877005348,0.0682218722207504,5.002330241568373
"Duluth, MN",92886,0.8802772691603453,0.041381021919283244,4.9679502610234705
"Avondale, AZ",84151,0.9535973752050622,0.008211241896891866,4.925059281237588
"Hemet, CA",98801,0.8990441003987802,0.011430415572467193,4.99476134025852
"Kennewick, WA",79465,0.9357926850650489,0.01523535864922345,4.90017588772781
"Whittier, CA",92574,0.9415352981494174,0.02901468724607348,4.966489029424396
"Trenton, NJ",83340,0.698573450941958,0.11069254939145694,4.920853496121259
"Franklin, TN",82902,0.9659522033788385,0.004002335623951322,4.918565007974718
"Fort Myers, FL",83641,0.8937058340180772,0.027094862437563767,4.92241921654025
"Clifton, NJ",85578,0.9097341485196125,0.12260011343056436,4.932362132590618
"Johns Creek, GA",91716,0.9882325253000706,0.008448996059090911,4.962445105632598
"Merced, CA",90564,0.8844341332559994,0.022607717688029445,4.956955596039023
"Bloomington, IN",86708,0.896540130814842,0.06198156300873248,4.9380591689360935
"Alhambra, CA",84866,0.9114871126059649,0.039095097664461086,4.928733733001842
"Melbourne, FL",93733,0.9241763201444261,0.00667845379864102,4.9718925171926545
"Auburn, WA",83310,0.924205298013245,0.06905778230756154,4.92069713446992
"Largo, FL",109706,0.9013897531632441,0.02483527008058312,5.040230380497531
"Troy, MI",82982,0.9595161135469005,0.005529234246835136,4.918983897816363
"Sioux City, IA",81949,0.9241061280161076,0.013354377311992906,4.913543658368608
"Santa Fe, NM",85957,0.9524106682584041,0.015696379853033494,4.934281249697704
"Longview, TX",86827,0.9291648447748142,0.002629123245028941,4.938654795771571
"Buena Park, CA",101764,0.944227207244289,0.033149027049466186,5.0075941692928
"Westland, MI",82218,0.9056101556101556,0.009434561358142912,4.914966908110492
"Danbury, CT",83890,0.9178617549106233,0.03807321718007778,4.923710194396563
"Brooklyn Park, MN",78823,0.9153255848606765,0.049895150855615626,4.896652960073501
"Medford, OR",89294,0.909347013818872,0.011507175898936257,4.950822277987817
"South Jordan, UT",62840,0.9761449860800262,0.0350492433094788,4.7982361763679355
"Springdale, AR",85661,0.9446999790926197,0.002065925446874249,4.9327831400109
"Baytown, TX",92481,0.9340574587055723,0.008040397134396405,4.966052517141915
"Chino Hills, CA",77951,0.9717234262125903,0.014701107078335785,4.891821690938539
"Redwood City, CA",92515,0.9418668791370434,0.0520080711011562,4.9662121531616235
"Lynchburg, VA",77817,0.85945124107206,0.03501947334791934,4.8910744838750775
"Buckeye, AZ",73265,0.9698703279938978,0.0010484944887456295,4.864896553945115
"Mountain View, CA",83663,0.9446354783714277,0.0629130277299647,4.922533433518409
"Warwick, RI",81881,0.9384860285966059,0.011641875891215486,4.9131831379942525
"Cranston, RI",80882,0.9290102164843468,0.02836308252418987,4.907851881680679
"Tustin, CA",93072,0.9617288462177336,0.023222539330039725,4.968819046454293
"San Ramon, CA",83712,0.9678062678062678,0.06688390179821727,4.9227877179721355
"Farmington Hills, MI",81154,0.939152220238438,0.004615322405012574,4.909309930633169
"Somerville, MA",77617,0.755903068664867,0.3294592670386403,4.889956852670623
"Temple, TX",81326,0.9248084776079106,0.005407343149129622,4.910229412154467
"Folsom, CA",78312,0.9591814716248291,0.02195161326698259,4.893828315499481
"Gastonia, NC",93019,0.9204697401313877,0.006341122253031029,4.968571666321312
"Lakewood, CA",85178,0.959650795979752,0.02860869332171421,4.930327438518183
"Lake Charles, LA",86517,0.9043552276918712,0.005170781053124502,4.9371014517514
"Manteca, CA",75842,0.9579156656449341,0.01415007368636732,4.879909777092551
"Milpitas, CA",75259,0.9519756294238867,0.03583275277675376,4.876558443357122
"Lawrence, MA",79337,0.7482433324275011,0.04897244920499082,4.899475774307042
"Loveland, CO",87805,0.9566357459046437,0.006404618518155781,4.943519247233914
"Pharr, TX",79054,0.928060522696011,0.002582808728211366,4.8979238493976105
"Plymouth, MN",75420,0.9657505285412262,0.036526678634669046,4.877486528069602
"Missouri City, TX",116436,0.9746787088324375,0.01868840114669565,5.066087277428346
"Iowa City, IA",77351,0.9079878665318504,0.09134139654467426,4.888465932665956
"Jonesboro, AR",76892,0.9157468354430379,0.005772609344012071,4.8858811572710215
"Deerfield Beach, FL",79589,0.9038058874245597,0.018976714214753714,4.900853048021375
"Perris, CA",88898,0.9632289156626506,0.01353830738356969,4.948891990455767
"Layton, UT",82688,0.9505469111076875,0.018764076295555793,4.917442487642952
"Parma, OH",80088,0.9386365672310311,0.017040576690812072,4.903567448366399
"Jacksonville, NC",68709,0.9377081376483648,0.004119092118445448,4.837013627806775
"Racine, WI",88384,0.8800070325548686,0.032091269449205546,4.946373652562518
"Bellflower, CA",77687,0.936009983647474,0.031684226878494356,4.890348350839271
"Pasco, WA",71245,0.9483023211202762,0.003986575589821297,4.852754390805389
"Hammond, IN",78349,0.911856556370399,0.041886876075664714,4.894033457763723
"Upland, CA",75851,0.9567298839992635,0.02347776519001307,4.879961310786811
"Wyoming, MI",74799,0.9183943380040034,0.025189269923191718,4.873895791749689
"Pleasanton, CA",74887,0.9666302998382303,0.08785701646326217,4.874406432942727
"Kalamazoo, MI",77558,0.8596869755813555,0.031942505795633354,4.889626601332881
"Bloomington, IL",84251,0.9198693425931376,0.016538605588966433,4.9255750643434295
"Bethlehem, PA",75110,0.8756139744033207,0.045339220446556465,4.8756977619802075
"Warner Robins, GA",108419,0.9537011574710632,0.00018355789715895798,5.035105397258496
"Rapid City, SD",78319,0.9445013770575802,0.003492997140213272,4.893867133630954
"Flagstaff, AZ",70743,0.9496871088861076,0.02401443019392494,4.849683473005162
"Albany, GA",80410,0.856032277110805,0.02387955237237962,4.905310062116086
"Boynton Beach, FL",89789,0.9307559946714032,0.026247983163722288,4.953223134752856
"Alameda, CA",77334,0.9198774365995176,0.17817881609762454,4.888370474073048
"Evanston, IL",75472,0.8345276421919895,0.21577334964513425,4.8777858589016265
"New Rochelle, NY",79299,0.8200332943718344,0.2133301609109625,4.899267710681787
"Camden, NJ",76005,0.6506821667877614,0.13393115150798426,4.880842163346352
"Missoula, MT",79611,0.9309796531315332,0.02470023135136107,4.900973079160354
"Rock Hill, SC",84224,0.9276195530396839,0.0027513337755327963,4.925435863261824
"Baldwin Park, CA",81417,0.9496074002366355,0.03913252573464655,4.910715095741129
"Appleton, WI",82453,0.9490016107953682,0.012114954219285115,4.9162064617967065
"Napa, CA",83855,0.9400460923202061,0.01753339954175513,4.923528963276861
"Scranton, PA",76380,0.8436378691691968,0.019871056025418634,4.882979654037299
"Mansfield, TX",65750,0.9774577046181985,0.0027053132581817455,4.8178957571617955
"Lafayette, IN",83079,0.9156657368930381,0.03685010745023301,4.919491260406446
"St. Joseph, MO",78515,0.9005826036591599,0.010875723161552671,4.894952635024377
"Frederick, MD",77992,0.9125552463578327,0.03544313788067163,4.892050057382281
"Cedar Park, TX",89842,0.9805165695368806,0.008078238437899676,4.953479411322143
"Rancho Cordova, CA",71470,0.9349732195992858,0.032519494865925674,4.854123782101167
"Kissimmee, FL",72366,0.9155477031802121,0.02560939649306414,4.8595345678459285
"Southfield, MI",72965,0.902891418025223,0.020619498232964086,4.863114586806197
"Rochester Hills, MI",74474,0.9529825059437209,0.0006465510382069114,4.872004680434948
"Greenville, SC",80389,0.895383075201696,0.008567770673985516,4.905196626284123
"New Britain, CT",72876,0.8249519880503592,0.03346943889923836,4.862584527170188
"Woodbury, MN",66699,0.9833628464357781,0.03448079867507963,4.824119322706092
"Broomfield, CO",62449,0.9687970383629633,0.03655924552393922,4.795525488379345
"St. Charles, MO",86546,0.944131855640807,0.002749484586253252,4.93724700036772
"Wilmington, DE",73588,0.7632104719255942,0.14634356757887743,4.866806999681489
"Gary, IN",77858,0.811568658868771,0.04883053228828621,4.8913032434597215
"Waukesha, WI",82224,0.926940226560617,0.012461415621376107,4.9149986003410975
"Lehi, UT",73007,0.9843255051884217,0.020528480797575806,4.863364502800268
"Turlock, CA",77857,0.9157142857142857,0.004680372317738461,4.891297665391045
"Lauderhill, FL",72386,0.8797076313181368,0.07266792201431897,4.859654578480578
"Gulfport, MS",77503,0.9312876324178124,0.013087689226914369,4.889318513580236
"Bismarck, ND",70147,0.9481234415983938,0.003914834163482171,4.84600910214548
"Homestead, FL",73780,0.8653259025926824,0.07438819621396046,4.8679386508907845
"Gaithersburg, MD",87309,0.9219107728482149,0.14620602587178588,4.941059014024861
"Framingham, MA",70743,0.9081912741982087,0.03962403440286865,4.849683473005162
"Union City, CA",74861,0.9417116860961047,0.08719883881865802,4.8742556241620685
"Marysville, WA",69274,0.9571229850257753,0.02583082098418393,4.840570265271786
"Redlands, CA",84040,0.9505417194315464,0.012766378413020453,4.924486043733915
"Pawtucket, RI",71389,0.8565094133895471,0.03786981012197032,4.8536312985082
"Canton, OH",97193,0.8571779261586803,0.036110383199477764,4.987634987448437
"St. Cloud, MN",68889,0.9050051828816822,0.02566354828361322,4.838149880533335
"Daytona Beach, FL",78737,0.864474858673014,0.027449073766329046,4.896178863486135
"Rogers, AR",69911,0.9675952245594087,0.0012574246609726681,4.844545514278569
"Decatur, IL",80401,0.8799228372162042,0.020350137976593772,4.90526145038752
"Doral, FL",53564,0.9831895737581061,0.008131110810278303,4.728873001369515
