City,Population,Car,Transit,log_pop
"Compton, CA",122720,0.917115790178422,0.06313617088809916,5.088915346604906
"Tuscaloosa, AL",116236,0.9095253343843142,0.009661370264286435,5.065340656281209
"Yakima, WA",101662,0.9131608987387588,0.01264704798836341,5.007158649340911
"Erie, PA",100157,0.8130019773942339,0.04568313947282637,5.000681307649919
"Hesperia, CA",102061,0.9522221840305228,0.005271190109331328,5.0088598192612945
"St. George, UT",78982,0.9587176435584648,0.005136135976253491,4.897528126842491
"Roswell, GA",97002,0.9491171391967916,0.025197765761268563,4.986780688699332
"Lawrence, KS",93188,0.9275755879059351,0.02441422487117989,4.969359991009367
"Mission Viejo, CA",104054,0.9695532266960838,0.009991128932563906,5.017258779833924
"Livonia, MI",94849,0.9504628134754063,0.002280091021033061,4.977032756450076
"Asheville, NC",103098,0.9199828647442112,0.013793979334829449,5.013250240478583
"Suffolk, VA",87061,0.9358243281560127,0.004505465242389923,4.9398236512430165
"San Marcos, CA",105583,0.961220597584234,0.015024511866467886,5.0235939977382085
"Bend, OR",85269,0.9553482659804667,0.005755101399768387,4.930791169784889
"South Gate, CA",95219,0.9236735563605369,0.07623370929934796,4.9787236161559
"Boca Raton, FL",97578,0.9465380411538279,0.013468940332125246,4.9893519123839
"Portsmouth, VA",95234,0.8859663409337677,0.0316517547050529,4.978792025865824
"Chico, CA",100543,0.9186699848628679,0.014083601295890938,5.002351839555352
"Deltona, FL",92162,0.9684743083003953,0.0026310039833012445,4.964551890770317
"Sunrise, FL",94163,0.9181258155554881,0.03313953372074955,4.973880286524958
"Edmond, OK",91212,0.95710780691123,0.0032486835873657884,4.960051978580048
"Carson, CA",93404,0.9585329458886358,0.035437739746148084,4.970365475167245
"Lynn, MA",92074,0.7721605359469016,0.13795275253073427,4.964137010754317
"Santa Monica, CA",92247,0.8977676361053107,0.04211817692079196,4.964952251203659
"Lawton, OK",94117,0.9174212354254527,0.010460974465366755,4.973668075492824
"New Braunfels, TX",72160,0.9547236221102312,0.0011077654548343639,4.858296524533885
"Greenville, NC",91502,0.9030755902100931,0.0197203722698195,4.961430586738264
"Bellingham, WA",86928,0.8858144521063916,0.05124465261185914,4.939159687689646
"Chino, CA",101834,0.9674728940783986,0.011783301852741273,5.007892803021335
"Goodyear, AZ",73435,0.9804079333789275,0.0037035325468755776,4.865903099207173
"Westminster, CA",104687,0.9323272286388871,0.01863384715560728,5.0198927544696845
"Bryan, TX",86315,0.919191270860077,0.018404933899620318,4.936086274871076
"Conroe, TX",112741,0.9541572377545806,0.008017430008857688,5.052081882644501
"Reading, PA",87899,0.7272821255039802,0.08188030533376396,4.943983934266578
"Miami Beach, FL",87682,0.7338751594764448,0.11135427359204803,4.942910447379546
"O'Fallon, MO",108691,0.9711246200607903,0.0013059085203154133,5.036193584452829
"Plantation, FL",103172,0.9551636324230602,0.019910032174151417,5.0135618494671865
